課程代碼,課程名稱,教師,時間,教室
EL401K,專題實作(一),楊緒文,,
EL401K,專題實作(一),洪君維,,
EL190L,數位影像處理,繆紹綱,1-234,電學416
EL348L,高速數位電路訊號完整性,薛光華,1-78C,教學309
EL388L,工業日文(二),温武義,5-34,教學309
EL395L,類比電流式電路設計,洪君維,1-56,教學605
EL452L,微電子構裝工程導論,鄭湘原,5-567,教學309
CS115R,書報討論,田筱榮,3-67,電學講
CS273R,計算機圖學,蔡明達,4-678,電學101
CS420R,雲端系統實務與開發,鍾武君,5-234,電學310
CS423R,處理器與記憶體整合實作,鄭維凱,2-234,篤信253
CS428R,.NET物件導向程式設計,留忠賢,1-234,篤信251
CS452R,大數據智慧技術,賀嘉生,3-8CD,篤信252
CS453R,大數據基礎與實務應用,鄭憲永,5-234,教學705
CS456R,自然語言處理,莊秀敏,2-567,教學509
CS478R,進階數位系統設計,湯松年,2-567,篤信253
CS512R,雲端計算系統,鍾武君,4-234,電學310
CS519R,無線網路設計,余誌民,2-234,篤信251
CS543R,行動網路安全,余誌民,4-234,篤信252
CS546R,資訊傳播與訊息攻擊,劉文斌,1-678,電學101
CS691R,資料庫系統,吳宜鴻,4-234,電學101
CS702R,影像鑑定,温哲彥,5-678,電學101
CS115r,書報討論,朱守禮,4-E,電學101
CS286r,影像處理,張元翔,3-EFG,電學101
CS429r,電腦視覺,莊啓宏,1-EFG,篤信252
CS060A,微積分(下),吳建華,1-34,懷恩105
CS112A,嵌入式系統實驗(二),賴建宏,3-12,電學講
CS243A,計算機概論(二),余執彰,4-34,教學505
CS261A,離散數學,莊秀敏,1-1,教學105
CS610A,英文(二),江麗蓉,5-34,教學305B
CS612A,英語聽講(二),呂亭慧,1-56,全人南棟402
CS726A,運算思維與程式設計,夏延德,2-34,教學412
CS801A,語文與修辭,林菁菁,3-56,教學801
CS115s,書報討論,朱守禮,4-F,電學101
CS505s,系統安全,田筱榮,2-EFG,電學310
CS706s,科技犯罪偵查實務,吳易璋,6-567,電學101
CS708s,資通訊科技法實務,吳易璋,6-234,電學101
CS756s,資訊與網路安全,余誌民,3-DEF,篤信253
CS060B,微積分(下),鄭麗雪,1-34,懷恩102
CS112B,嵌入式系統實驗(二),余誌民,3-12,篤信252
CS243B,計算機概論(二),余執彰,4-12,教學505
CS261B,離散數學,莊秀敏,1-2,教學105
CS610B,英文(二),吳碩禹,5-12,懷恩207
CS612B,英語聽講(二),賴美智,4-56,全人南棟302
CS726B,運算思維與程式設計,夏延德,2-56,教學412
CS801B,語文與修辭,涂藍云,5-78,教學618
CS138T,論文, ,,
CS138t,論文, ,,
CS451t,大數據實務技術,賀嘉生,3-EFG,篤信252
CS217D,資料結構與演算法,吳宜鴻,1-6,篤信252
CS340D,計算機組織,朱守禮,1-78,教學105
CS397D,電子學,鄭維凱,1-3,教學105
CS515D,物件導向程式設計,莊啓宏,1-4,篤信252
CS702D,實用英文（二）,袁怡雯,1-12,教學415A
CS924D,電子電路實驗,湯松年,5-567,篤信252
CS138u,論文, ,,
CS217E,資料結構與演算法,吳宜鴻,1-7,篤信252
CS340E,計算機組織,朱守禮,1-56,教學105
CS397E,電子學,鄭維凱,1-4,教學105
CS515E,物件導向程式設計,莊啓宏,1-3,篤信252
CS702E,實用英文（二）,鄭秀彬,1-12,教學405A
CS924E,電子電路實驗,湯松年,5-34B,篤信253
CS170G,程式語言,賴建宏,2-12,教學105
CS341G,人工智慧,蘇志文,1-56,教學505
CS416G,英文報告(一),莊啓宏,3-5,教學105
CS435G,資訊安全實習,田筱榮,,
CS441G,專題實驗,朱守禮,,
CS441G,專題實驗,楊熙年,,
CS796G,演算法分析,張元翔,1-3,教學505
CS170H,程式語言,賴建宏,2-56,教學105
CS341H,人工智慧,蘇志文,1-78,教學505
CS416H,英文報告(一),莊啓宏,3-6,教學105
CS441H,專題實驗,朱守禮,,
CS441H,專題實驗,楊熙年,,
CS796H,演算法分析,張元翔,1-4,教學505
CS191L,軟體工程,劉永生,4-567,教學509
CS289L,資訊日文,蔡明達,1-34B,電學101
CS299L,專題研究(二),朱守禮,,
CS299L,專題研究(二),廖弘源,,
CS403L,Linux 系統管理,郭雅貞,,
CS505L,系統安全,田筱榮,2-678,電學310
CS534L,硬體描述語言,湯松年,1-567,篤信253
EE412V,人工智慧,洪穎怡,2-678,篤信354
EE558V,即時數位信號處理實務,張政元,2-567,
EE560V,即時數位信號處理,張政元,3-567,篤信354
EE598V,電力電子智慧控制, ,1-678,篤信354
EE627V,書報討論(一),張政元,4-5,
EE714V,專題研討(二),邱謙松,,
EE714V,專題研討(二),馬立山,,
EE115R,書報討論,黃崇豪,4-5,電學講
EE115R,書報討論,廖炯州,4-5,電學講
EE308R,類比控制電路設計,馬立山,2-678,電學306
EE411R,系統判別,何天讚,1-678,教學517
EE423R,能源工程,賴健文,3-678,教學505
EE429R,網路系統設計NetFPGA特論,賴裕昆,1-78C,電學B01
EE474R,電子電路設計,謝冠群,1-234,電學510
EE506R,接收器設計技術,吳燦明,1-234,教學510
EE508R,數位訊號系統與應用,吳燦明,4-234,篤信354
EE539R,數位濾波與統計估測,吳燦明,2-234,篤信354
EE592R,積體電路佈局,廖裕評,4-234,電學B01
EE593R,電機控制與驅動,張欣宏,3-678,電學510
EE596R,網站前端技術應用,王佳盈,4-78C,篤信355
